Original_Text,Cleaned_Text,Label
"Hi Support, The application crashes every time I open the settings tab. Walk American eye away.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Trial compare himself fall heart say drug.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I noticed a double charge on my statement for last month. None well crime administration several include report firm.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, My profile picture is not updating. Thousand leave health rather realize American huge.",My profile picture is not updating.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Less artist sign see.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Money ahead field consumer also discover six.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Role start daughter feeling scientist.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Bar strong hair investment.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I noticed a double charge on my statement for last month. Administration but off mean culture son off change.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, How does the team pricing tier work? Receive hit leave.",How does the team pricing tier work?,Information
"Hi Support, The application crashes every time I open the settings tab. Animal from who occur responsibility peace.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I want to permanently delete my account and data. His property place measure certainly various member our.",I want to permanently delete my account and data.,Request
"Hi Support, Can you send me the invoice for transaction #99283? End right board probably floor reason nearly medical.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. From role similar trial that.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Is there a roadmap for new features this year? Road trip tend fire business.",Is there a roadmap for new features this year?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Its size better rather seem customer.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Arm local when senior responsibility cause skin so.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Easy together cost record successful.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Need thing since.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Thought produce exist peace keep contain.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, The application crashes every time I open the settings tab. Stay eight nor war part throw miss.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Create why including practice Mrs class.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Is there a roadmap for new features this year? Nation call dark six west lawyer.",Is there a roadmap for new features this year?,Information
